id,supplier,name,active,description,category,timestamp,usda_id,price_per_kg,price_per_unit,usda_weight_unit_g,weight_net_g,price_total,organic,origin,picture
wi428955,NL ah,Tilda Everyday rice 750 g ,1,,Pasta. rijst. internationale keuken/Zilvervlies rijst,2023/07/20,20041, € 3.28 ,,,750 g, € 2.46 ,,,https://static.ahold.com/cmgtcontent/media//001884800/000/001884874_001_428955_708.jpg
wi202676,NL ah,AH Aardappelschijfjes spek-ui 500 g ,1,,Aardappel. groente. fruit/Aardappelschijfjes (vers),2023/07/21,11352, € 3.28 ,,,500 g, € 1.64 ,,,https://static.ah.nl/static/product/AHI_434d50303038363632_3_LowRes_JPG.JPG
wi408453,NL ah,SamMills Pasta d'oro corn glutenvrij 500 g ,1,,Bewuste voeding/Glutenvrije pasta (houdbaar),2023/07/22,20420, € 3.28 ,,,500 g, € 1.64 ,,,https://static.ahold.com/cmgtcontent/media//001698300/000/001698394_001_408453_708.jpg
wi201994,NL ah,Hak Witte bonen in tomatensaus 0% zout 360 g ,1,,Aardappel. groente. fruit/Natriumarme witte bonen,2023/07/23,11046, € 3.28 ,,,360 g, € 1.18 ,,,https://static.ahold.com/cmgtcontent/media//001219300/000/001219352_004_201994_708.jpg
wi409998,NL ah,AH Biologisch Bladspinazie à la crème 450 g ,1,,Aardappel. groente. fruit/Spinazie (diepvries),2023/07/24,11457, € 3.24 ,,,450 g, € 1.46 ,,,https://static.ah.nl/static/product/AHI_434d50323833333434_1_LowRes_JPG.JPG
wi51300/,NL ah,Del Monte Ananasschijven op sap 820 g ,1,,Aardappel. groente. fruit/Ananas (conserven),2023/07/25,09266, € 3.24 ,,,820 g, € 2.66 ,,,https://static.ahold.com/cmgtcontent/media//001555500/000/001555566_002_51300_708.jpg
wi207339,NL ah,Hak Rode kool 355 g ,1,,Aardappel. groente. fruit/Rode kool (conserven),2023/07/26,11112, € 3.24 ,,,355 g, € 1.15 ,,,https://static.ahold.com/cmgtcontent/media//001553400/000/001553444_003_207339_708.jpg
wi207330,NL ah,Hak Rode kool met stukjes appel 355 g ,1,,Aardappel. groente. fruit/Rode kool (conserven),2023/07/27,11112, € 3.24 ,,,355 g, € 1.15 ,,,https://static.ah.nl/static/product/AHI_43545236313731303531_1_LowRes_JPG.JPG
wi213921,NL ah,Hak Boerenkool 340 g ,1,,Aardappel. groente. fruit/Boerenkool (conserven),2023/07/28,11233, € 3.24 ,,,340 g, € 1.10 ,,,https://static.ahold.com/cmgtcontent/media//000957700/000/000957794_003_213921_708.jpg
wi395654,NL ah,AH Biologisch Couscous 400 g ,1,,Pasta. rijst. internationale keuken/Couscous - naturel,2023/07/29,20028, € 3.23 ,,,400 g, € 1.29 ,,,https://static.ah.nl/static/product/AHI_434d50323534383832_1_LowRes_JPG.JPG
wi226500,NL ah,AH Rode kool-appel-mango 400 g ,1,,Aardappel. groente. fruit/Rode kool (diepvries),2023/07/30,11112, € 3.23 ,,,400 g, € 1.29 ,,,https://static.ah.nl/static/product/AHI_434d50313738383637_2_LowRes_JPG.JPG
wi201002,NL ah,Soma Sovita roggebrood 400 g ,1,,Bakkerij/Roggebrood (dagvers),2023/07/31,18053, € 3.23 ,,,400 g, € 1.29 ,,,https://static.ahold.com/cmgtcontent/media//000888900/000/000888910_001_201002_80.jpg
wi63684/,NL ah,Iglo Bladspinazie deelblokjes 450 g ,1,,Aardappel. groente. fruit/Spinazie (diepvries),2023/08/01,11457, € 3.22 ,,,450 g, € 1.45 ,,,https://static.ahold.com/cmgtcontent/media//001387900/000/001387944_004_63684_708.jpg
wi126428,NL ah,AH Groene olijven in plakjes 240 g ,1,,Pasta. rijst. internationale keuken/Groene olijven,2023/08/02,09195, € 3.21 ,,,240 g, € 0.77 ,,,https://static.ah.nl/static/product/AHI_434d50303334343332_2_LowRes_JPG.JPG
wi202196,NL ah,Hak Witte bonen in tomatensaus 360 g ,1,,Aardappel. groente. fruit/Witte bonen (conserven),2023/08/03,11046, € 3.19 ,,,360 g, € 1.15 ,,,https://static.ahold.com/cmgtcontent/media//001975700/000/001975722_002_202196_708.jpg
wi389121,NL ah,AH Buitenbeentjes paprika 1 kg ,1,,Aardappel. groente. fruit/Paprika mix (vers),2023/08/04,11333, € 3.19 ,,,1 kg, € 3.19 ,,,https://static.ah.nl/static/product/AHI_434d50323734313032_1_LowRes_JPG.JPG
wi117192,NL ah,AH Kleine spruiten 500 g ,1,,Aardappel. groente. fruit/Spruiten (vers),2023/08/05,11098, € 3.18 ,,,500 g, € 1.59 ,,,https://static.ah.nl/static/product/AHI_434d50363630393331_1_LowRes_JPG.JPG
wi163792,NL ah,Hak Blonde linzen gedroogd 500 g ,1,,Soepen. conserven. sauzen. smaakmakers/Linzen (gedroogd),2023/08/06,16070, € 3.18 ,,,500 g, € 1.59 ,,,https://static.ahold.com/cmgtcontent/media//001553400/000/001553410_002_163792_708.jpg
wi165957,NL ah,Hak Bruine bonen gedroogd 500 g ,1,,Soepen. conserven. sauzen. smaakmakers/Bruine bonen (gedroogd),2023/08/07,16027, € 3.18 ,,,500 g, € 1.59 ,,,https://static.ahold.com/cmgtcontent/media//001553400/000/001553424_002_165957_708.jpg
wi133274,NL ah,AH Provençaalse aardappelpartjes met schil 450 g ,1,,Aardappel. groente. fruit/Aardappelpartjes (vers),2023/08/08,11352, € 3.18 ,,,450 g, € 1.43 ,,,https://static.ah.nl/static/product/AHI_434d50303038383033_4_LowRes_JPG.JPG
wi171647,NL ah,Iglo Gehakte spinazie 170 g ,1,,Aardappel. groente. fruit/Spinazie (diepvries),2023/08/09,11457, € 3.18 ,,,170 g, € 0.54 ,,,https://static.ahold.com/cmgtcontent/media//001196300/000/001196350_005_171647_708.jpg
wi171646,NL ah,Iglo Spinazie à la crème 170 g ,1,,Aardappel. groente. fruit/Spinazie (diepvries),2023/08/10,11457, € 3.18 ,,,170 g, € 0.54 ,,,https://static.ahold.com/cmgtcontent/media//001196300/000/001196348_005_171646_708.jpg
wi182979,NL ah,Del Monte Halve abrikozen op lichte siroop 825 g ,1,,Aardappel. groente. fruit/Abrikozen (conserven),2023/08/11,09021, € 3.18 ,,,825 g, € 2.62 ,,,https://static.ahold.com/cmgtcontent/media//001641100/000/001641110_002_182979_708.jpg
wi161398,NL ah,AH Wortelen extra fijn 180 g ,1,,Soepen. conserven. sauzen. smaakmakers/Wortelen (conserven),2023/08/12,11124, € 3.17 ,,,180 g, € 0.57 ,,,https://static.ah.nl/static/product/AHI_434d50303234373537_2_LowRes_JPG.JPG
wi41129/,NL ah,AH Gekookte rodekool met appel 250 g ,1,,Aardappel. groente. fruit/Rode kool (conserven),2023/08/13,11112, € 3.16 ,,,250 g, € 0.79 ,,,https://static.ah.nl/static/product/AHI_434d50303435363433_3_LowRes_JPG.JPG
wi165461,NL ah,AH Biologisch Zilvervliesrijst 400 g ,1,,Pasta. rijst. internationale keuken/Zilvervlies rijst,2023/08/14,20041, € 3.13 ,,,400 g, € 1.25 ,,,https://static.ah.nl/static/product/AHI_434d50323139373937_1_LowRes_JPG.JPG
wi201993,NL ah,Hak Hollandse bruine bonen 0% zout 360 g ,1,,Aardappel. groente. fruit/Natriumarme bruine bonen,2023/08/15,16027, € 3.11 ,,,360 g, € 1.12 ,,,https://static.ahold.com/cmgtcontent/media//001219300/000/001219350_002_201993_708.jpg
wi49965/,NL ah,AH Royal gala 6 stuks ,1,,Aardappel. groente. fruit/Appels extra zoet,2023/08/16,09003, € 3.09 ,,,6 stuks, € 3.09 ,,,https://static.ah.nl/static/product/AHI_434d50303132333730_4_LowRes_JPG.JPG
wi409997,NL ah,AH Biologisch Bladspinazie 450 g ,1,,Aardappel. groente. fruit/Spinazie (diepvries),2023/08/17,11457, € 3.09 ,,,450 g, € 1.39 ,,,https://static.ah.nl/static/product/AHI_434d50323833333238_1_LowRes_JPG.JPG
wi128941,NL ah,AH Toscaanse aardappelpartjes 450 g ,1,,Aardappel. groente. fruit/Aardappelpartjes (vers),2023/08/18,11352, € 3.09 ,,,450 g, € 1.39 ,,,https://static.ah.nl/static/product/AHI_434d50303038373731_2_LowRes_JPG.JPG
wi419479,NL ah,Honig Macaroni volkoren 550 g ,1,,Pasta. rijst. internationale keuken/Macaroni,2023/08/19,20420, € 3.07 ,,,550 g, € 1.69 ,,,https://static.ah.nl/static/product/AHI_434d50383133393237_1_LowRes_JPG.JPG
wi195431,NL ah,AH Granny smith 4 stuks ,1,,Aardappel. groente. fruit/Appels friszuur,2023/08/20,09003, € 3.07 ,,,4 stuks, € 2.09 ,,,https://static.ah.nl/static/product/AHI_434d50313931333034_3_LowRes_JPG.JPG
wi435957,NL ah,AH Biologisch Bulgur 300 g ,1,,Pasta. rijst. internationale keuken/Bulgur,2023/08/21,20012, € 3.07 ,,,300 g, € 0.92 ,,,https://static.ah.nl/static/product/AHI_434d5037333732313631_2_LowRes_JPG.JPG
wi101180,NL ah,AH Biologisch Rode uien 300 g ,1,,Aardappel. groente. fruit/Rode uien,2023/08/22,11282, € 3.07 ,,,300 g, € 0.92 ,,,https://static.ah.nl/static/product/AHI_434d50313333393031_3_LowRes_JPG.JPG
wi395655,NL ah,AH Bulgur 300 g ,1,,Pasta. rijst. internationale keuken/Bulgur,2023/08/23,20012, € 3.07 ,,,300 g, € 0.92 ,,,https://static.ah.nl/static/product/AHI_434d50323534383830_2_LowRes_JPG.JPG
wi130071,NL ah,AH Satésaus kant-en-klaar 500 g ,1,,Pasta. rijst. internationale keuken/Satésaus,2023/08/24,27059, € 3.06 ,,,500 g, € 1.53 ,,,https://static.ah.nl/static/product/AHI_434d50303738373732_2_LowRes_JPG.JPG
wi173137,NL ah,Grand'Italia Macaroni integrali 500 g ,1,,Pasta. rijst. internationale keuken/Macaroni,2023/08/25,20420, € 3.06 ,,,500 g, € 1.53 ,,,https://static.ahold.com/cmgtcontent/media//001638300/000/001638326_003_173137_708.jpg
